Row	GLC_CHEM_mu=0.11_V	GLC_CHEM_mu=0.12_S	GLC_CHEM_mu=0.20_S	GLC_CHEM_mu=0.21_P	GLC_CHEM_mu=0.21_V	GLC_CHEM_mu=0.22_P	GLC_CHEM_mu=0.26_P	GAL_BATCH_mu=0.26_S	ACE_BATCH_mu=0.3_S	GLC_CHEM_mu=0.31_P	GLC_CHEM_mu=0.31_V	GLC_CHEM_mu=0.35_S	GLC_CHEM_mu=0.36_P	GLC_CHEM_mu=0.40_V	PYR_BATCH_mu=0.40_S	GLC_CHEM_mu=0.41_P	FUM_BATCH_mu=0.42_S	SUCC_BATCH_mu=0.44_S	GLC_CHEM_mu=0.46_P	GAM_BATCH_mu=0.46_S	GLYC_BATCH_mu=0.47_S	MAN_BATCH_mu=0.47_S	GLC_CHEM_mu=0.49_V	GLC_CHEM_mu=0.50_S	GLC_CHEM_mu=0.51_P	GLC+SALTS_BATCH_mu=0.55_S	XYL_BATCH_mu=0.55_S	GLC_BATCH_mu=0.58_S	GLC@pH6_BATCH_mu=0.63_S	FRU_BATCH_mu=0.65_S	GLC@42deg_BATCH_mu=0.66_S
P76053	NaN	5.43449101428717e-08	2.40468485942016e-07	NaN	NaN	NaN	NaN	NaN	5.72765598848784e-08	NaN	NaN	1.07914063466574e-07	NaN	NaN	8.21010698047309e-08	NaN	1.5438534731095e-07	9.12574772317314e-08	NaN	9.80459309723494e-08	9.32814219413629e-08	NaN	NaN	8.70581067757554e-08	NaN	8.23325749376772e-08	NaN	1.00337515042737e-07	6.98116735339316e-08	NaN	1.2069892421739e-07
P77302	1.80243951973858e-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.93226347174655e-07	NaN	NaN	1.00185848235609e-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.33288622190699e-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P64423	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.5248254307173e-08	NaN	NaN
P21693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P76055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.4895649608449e-08	5.83938633964103e-08	NaN	NaN	7.21625385104209e-08	NaN	NaN	NaN	1.450422921114e-06	NaN	NaN	1.37828982786059e-07	NaN	6.12162229180683e-08	5.37302709652677e-08
P76062	6.30803512547258e-07	6.77987183068964e-08	1.80182020452327e-07	NaN	NaN	NaN	NaN	1.17510508315469e-07	1.76686591913781e-07	NaN	NaN	1.42969885132809e-07	NaN	NaN	1.46127425050833e-07	NaN	1.69857560354688e-07	1.14895874839096e-07	NaN	1.77942321343549e-07	1.26046187841895e-07	1.70037508201655e-07	NaN	1.04997239650261e-07	NaN	1.74584737217243e-07	1.7009386949337e-07	2.9474034305773e-07	1.10290422493213e-07	7.29800735871334e-08	7.26422456607736e-08
P76073	NaN	NaN	6.02622734890907e-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.73440784640833e-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.53867335376294e-08	7.00005858116372e-08	NaN	5.56383541265107e-08
P37903	3.05146167258612e-05	1.8455658607116e-05	1.64211671257697e-05	4.07266311763547e-05	2.5880606110234e-05	3.51150401342568e-05	3.44093132173559e-05	1.15835169582306e-05	6.99874493147927e-06	2.50592865689191e-05	1.34137830847368e-05	1.21518531770743e-05	2.20921396324795e-05	6.70037518508737e-06	9.46158975008544e-06	1.41794699429809e-05	8.85081904881543e-06	7.91176387773354e-06	1.13200334803765e-05	7.61237826883594e-06	6.39612450423111e-06	9.092117705395e-06	3.52275784192793e-06	7.4907009869998e-06	7.40564316789064e-06	2.89504058353693e-06	3.20417099633688e-06	2.44187103093058e-06	1.854036614933e-06	3.76633618993165e-06	3.00588952093374e-06
P52647	4.26305628454082e-07	2.38540256168053e-07	1.58530179917307e-07	1.6073422612149e-07	3.62601317119938e-07	1.58906639284597e-07	1.39307986366464e-07	8.89354864329046e-08	1.03154690548969e-07	1.17974973109858e-07	2.98041576644656e-07	1.22967939038558e-07	1.15638985858588e-07	2.60805249324541e-07	8.17991536372705e-08	1.22011758210987e-07	9.8281240601774e-08	1.26929613555056e-07	1.25188783148835e-07	1.81053671160889e-07	1.14991176659633e-07	9.69219514858665e-08	2.57383532759989e-07	1.16576304560917e-07	1.02276176856406e-07	9.7284098403906e-08	9.3081800493615e-08	1.15982584049047e-07	1.66929758118036e-07	1.40537216013238e-07	1.16713900977979e-07
P52644	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.01806131667646e-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.46575429686419e-07	1.17844697621639e-07	NaN	2.56353960846494e-07	NaN	2.33512230414421e-07
P52643	4.13494319081513e-06	1.56832207058508e-06	1.35463107347316e-06	3.51371121170514e-06	3.85023624489997e-06	3.4465411786993e-06	3.00585965589024e-06	6.2762587903815e-07	7.98305727134962e-07	2.77562555622188e-06	3.86216193351466e-06	1.19087058302661e-06	2.47592272874945e-06	3.28716259258633e-06	1.09875344436638e-06	2.42866441656477e-06	7.55364931043144e-07	4.48622460201814e-07	2.09574804107493e-06	9.22841720513494e-07	9.88851689889233e-07	6.86420892597937e-07	2.99168730336508e-06	1.19922822674837e-06	2.06194290637895e-06	5.38507343371121e-07	6.28378804688634e-07	1.00248924618013e-06	1.02251346384668e-06	3.11980039709078e-07	9.78525833575507e-07
P52645	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P64448	NaN	1.38828469283106e-07	1.21226114995517e-07	NaN	NaN	NaN	NaN	1.53940815098021e-07	9.98729930765737e-08	NaN	NaN	1.32738281679985e-07	NaN	NaN	1.57600239414328e-07	NaN	1.46163876871576e-07	1.61802101114436e-07	NaN	1.90138044392999e-07	1.66663823754654e-07	1.44496620297808e-07	NaN	1.32439062306048e-07	NaN	2.36212428030396e-07	1.77668827099903e-07	1.47379030571338e-07	2.29013202109466e-07	2.46530870524251e-07	1.23772120105409e-07
P76076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q47129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P80668	NaN	1.66530601841314e-07	1.05960962618313e-07	NaN	NaN	NaN	NaN	9.21686761598561e-08	NaN	NaN	NaN	8.92330006049621e-08	NaN	NaN	NaN	NaN	7.91044131672815e-08	5.82183307409101e-08	NaN	NaN	NaN	7.57077662343877e-08	NaN	6.04954699855593e-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P77455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P76077	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P76078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P76079	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P76081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0C7L2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P76085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P76086	NaN	1.6970866676195e-07	1.56207747859919e-07	NaN	NaN	NaN	NaN	8.9504709976382e-08	5.55263212329341e-08	NaN	NaN	1.46282576414666e-07	NaN	NaN	5.18088143362043e-08	NaN	7.16753736136299e-08	7.7429404703991e-08	NaN	NaN	NaN	5.42839169777281e-08	NaN	8.76941135721405e-08	NaN	NaN	NaN	NaN	NaN	5.56402936992051e-08	NaN
P77181	1.23040902112361e-06	5.8132104173296e-08	NaN	NaN	7.14132374766328e-07	NaN	NaN	7.14489391772797e-08	NaN	NaN	8.3655938067152e-07	NaN	NaN	NaN	NaN	NaN	NaN	5.14310680615678e-08	NaN	NaN	NaN	NaN	1.54732035823454e-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P25906	1.42937680741614e-05	3.73716599179862e-06	2.2127697186779e-06	2.30115802163553e-06	1.00865159612395e-05	3.44912010636085e-06	2.27051451736928e-06	2.01156769582382e-06	2.07188876020541e-06	2.10952714554118e-06	4.23422329054835e-06	1.83313433009705e-06	1.21037752382612e-06	3.69998263222718e-06	1.12133677369242e-06	9.97378034446413e-07	1.70364716121551e-06	1.12799234787288e-06	NaN	1.42252066000568e-06	1.14941619712954e-06	1.27121192377549e-06	2.13927732390189e-06	1.28926060060134e-06	NaN	1.0671131350137e-06	5.88970989521312e-07	7.32625094384977e-07	1.08767102581168e-06	5.8327959581834e-07	3.74642841579634e-07
P41407	3.06047387018481e-06	4.11188632981591e-07	6.67820176501946e-07	2.69165539100281e-06	3.79765251240062e-06	2.60492952767998e-06	2.47692914390508e-06	9.44797237463742e-07	1.36816155422489e-06	2.74439015593174e-06	3.46957027709365e-06	9.29503434168183e-07	2.36183815802039e-06	3.24912115548632e-06	8.26887999440539e-07	2.3800515901284e-06	2.0183016551639e-06	1.57417685452608e-06	2.36261250828174e-06	9.79499016569994e-07	1.43372058815474e-06	1.87235674735715e-06	3.165741973906e-06	1.36984640291976e-06	2.55105526651241e-06	2.47621757034903e-06	3.05389826591394e-06	1.42037027960463e-06	1.6423689946856e-06	1.90008288024866e-06	2.39494830981044e-06
P43329	NaN	6.34818467896995e-08	6.66731536475046e-08	1.42520107223633e-07	NaN	NaN	1.39299634039357e-07	NaN	NaN	1.66933329900788e-07	NaN	5.95445774713563e-08	1.54241412482601e-07	NaN	NaN	1.27853408380553e-07	NaN	NaN	NaN	6.22269963467996e-08	NaN	NaN	NaN	6.88196765853039e-08	1.63420104039358e-07	NaN	NaN	5.60777388504789e-08	NaN	6.32731968067343e-08	6.17847459025502e-08
P34209	7.16769109295482e-06	6.12148271463126e-07	5.06967564527252e-07	9.47157753521799e-07	5.4639781599758e-06	8.0890930412098e-07	6.78269215432325e-07	7.0410675433977e-07	4.34781159126123e-07	6.00163472929038e-07	3.33184618537047e-06	3.68253858699613e-07	4.96719130017642e-07	3.19387049684107e-06	5.9610328103381e-07	4.40852690714199e-07	4.08597175450834e-07	3.28675145609989e-07	3.87796154724006e-07	3.61166255031348e-07	4.0160187174183e-07	5.14286744344474e-07	2.16604722408338e-06	3.38598794746014e-07	3.08368034353603e-07	4.87412450753719e-07	4.1826390917408e-07	4.25995916329246e-07	3.55567254328787e-07	3.7899318904066e-07	4.41915437282219e-07
P25553	0.000116114341398484	9.7076297097887e-05	8.64157373033471e-05	0.000166367601727767	NaN	0.000135228930180334	0.000123447798790242	6.51702441101321e-05	3.76680018056347e-05	0.000121812230408813	NaN	6.50204980930672e-05	7.86271078329521e-05	NaN	5.50547150525711e-05	5.98674025048569e-05	5.70854927395998e-05	5.27718449951638e-05	4.18530751182817e-05	3.29658844606382e-05	3.12741120047884e-05	5.82502262655545e-05	NaN	3.56458426770972e-05	2.40563388263809e-05	3.25452642880698e-06	1.08112500302445e-05	6.20375710833811e-06	3.2011013718779e-06	1.61273552785096e-05	2.85217906945768e-06
P05704	9.42733232895093e-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P77171	1.71911065751951e-06	4.61613929722345e-07	4.70292491621005e-07	NaN	1.79916876125776e-06	4.19073729493378e-07	NaN	2.66191697871758e-07	5.25793569027228e-07	5.42010699770898e-07	1.6402602184511e-06	5.69049076461296e-07	NaN	1.50449858181641e-06	5.02106714231139e-07	4.41371965853553e-07	5.26392026613533e-07	4.38519580696356e-07	NaN	4.71177438696307e-07	2.7084777396542e-07	4.57772764766186e-07	1.13062572777795e-06	4.97899791158204e-07	2.46897005142411e-07	1.49875946929266e-07	3.02799912514494e-07	2.35437912747287e-07	1.39966823936419e-07	2.72489541003532e-07	8.56273425722415e-08
P76097	2.77974215380788e-06	3.77368725451159e-07	2.57644806366445e-07	NaN	1.50298900097911e-06	NaN	NaN	2.2388700412052e-07	1.19935103624486e-07	NaN	3.45291456852209e-07	1.64984605676797e-07	NaN	1.2610031927596e-07	1.0025629534135e-07	NaN	2.50269484483413e-07	1.27475715149946e-07	NaN	1.18903498266369e-07	1.59802092676009e-07	1.1285641587961e-07	5.65086426763378e-08	1.26172524753432e-07	NaN	7.38738722770484e-08	6.65694488707485e-08	7.5425887610265e-08	1.02613714480994e-07	7.43060567550338e-08	8.24697182257598e-08
P40120	7.27869560385776e-07	9.67191090846819e-08	1.03953026568696e-07	NaN	7.11364809897941e-07	NaN	NaN	8.71822779189943e-08	1.21729098242729e-07	1.9531729652855e-07	6.28941696181253e-07	1.01624143311149e-07	NaN	5.32026606426465e-07	1.73118730421792e-07	1.74218279524453e-07	1.67381213836805e-07	1.27787773204169e-07	NaN	1.31003192000469e-07	1.7876715496282e-07	1.30449131950692e-07	4.93884530603968e-07	9.01633164286939e-08	1.46366475307022e-07	NaN	9.7464454537395e-08	1.65114833601141e-07	5.21913101770279e-08	1.23112437204291e-07	8.64547414651699e-08
P0ACW6	7.92328662138571e-06	NaN	8.10432020025908e-08	NaN	4.70833231218367e-06	2.51649625311919e-06	NaN	NaN	8.95465850301022e-08	NaN	1.25174443029081e-06	NaN	NaN	3.10923333122967e-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.66607405076896e-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P13857	9.39261196969299e-07	3.48183495929987e-07	2.76345222828536e-07	NaN	6.91991855819233e-07	NaN	NaN	2.16418791230097e-07	2.50043469413398e-07	NaN	NaN	2.56377145535121e-07	NaN	4.26657863982786e-07	1.84712311252272e-07	NaN	2.38838668956861e-07	2.025061735621e-07	NaN	1.82052376040529e-07	1.85057075118245e-07	2.21576732747925e-07	2.91600698405501e-07	1.99332012419951e-07	NaN	1.43888123297435e-07	9.98631911127972e-08	1.31982014754255e-07	1.3392163104984e-07	1.05619659258528e-07	1.19803982557692e-07
P76100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P25397	8.83809260879072e-07	2.5292099993393e-07	3.04674055528546e-07	1.31536500924675e-06	9.05144670046274e-07	1.28332306837888e-06	1.21760664002399e-06	3.34862826156868e-07	3.79232959910039e-07	1.25733374511991e-06	1.11814652618958e-06	3.29990177754112e-07	1.45028203908081e-06	9.74233153033461e-07	2.94468901996375e-07	1.32596603439936e-06	3.23252369058485e-07	3.00726446128674e-07	9.91969265485954e-07	3.55193231616578e-07	3.08472932713326e-07	3.1232312626301e-07	1.09786782360849e-06	3.10427434882609e-07	1.16227191043376e-06	1.56029698203907e-06	5.09343756585968e-07	3.97611544247582e-07	5.87190880639276e-07	3.39689687961356e-07	5.35479054949896e-07
P64451	1.37391983938979e-05	6.35125680839323e-06	5.11769676645913e-06	1.21022788701217e-05	8.9461282773803e-06	1.21258806524554e-05	9.85548079873591e-06	7.11959762345584e-06	2.87883629068434e-06	8.57459429700174e-06	4.91454105455912e-06	4.09041894267493e-06	7.79891215677639e-06	3.6274221133142e-06	2.6118968924444e-06	6.28984893386903e-06	4.19378197651093e-06	3.6173184536636e-06	5.20786803749547e-06	4.54270517435786e-06	4.08457884711243e-06	3.78443529351402e-06	2.8146637905108e-06	2.87175774650064e-06	4.52561494819153e-06	3.15442877472065e-06	2.31030796315261e-06	2.60400922626099e-06	4.45941170598802e-06	2.52822490658096e-06	2.3514001109357e-06
P77626	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.19240337869884e-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P76104	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P67697	NaN	3.51891238337396e-07	2.65555590561922e-07	NaN	NaN	NaN	NaN	1.84337352319712e-07	1.3459335233452e-07	NaN	NaN	1.36931561783601e-07	NaN	NaN	2.23961413022123e-07	NaN	1.71184882088274e-07	1.67380138833665e-07	NaN	1.85720695886899e-07	2.25045719015462e-07	1.98265907444638e-07	NaN	1.34122609708244e-07	NaN	2.30459067372101e-07	1.34293176995826e-07	3.35633683110465e-07	1.71446478939542e-07	2.11579314201133e-07	2.99467742164998e-07
P76108	3.15856140105657e-05	3.83089242308303e-06	2.42960262003588e-06	4.61941658274923e-06	1.77095469540858e-05	2.78450427309467e-06	1.62898802927993e-06	1.82820940799888e-06	6.3610236006602e-07	4.05312915833047e-06	3.95057305121931e-06	1.61732716956442e-06	NaN	1.69108277330693e-06	5.29883001637496e-07	NaN	1.16727050544187e-06	5.82319832807823e-07	NaN	9.13469259335334e-07	6.06005216429034e-07	6.90938198891378e-07	6.23305927721992e-07	7.31351697595984e-07	NaN	8.56511277938728e-08	1.07618504852819e-07	1.45979301860694e-07	9.63796093167096e-08	1.56755010143712e-07	6.97716780730629e-08
P77795	1.76766884111939e-06	3.2471878326596e-07	2.01204868971805e-07	NaN	9.41123013335304e-07	NaN	NaN	9.24646724024643e-08	NaN	NaN	NaN	1.41250640290327e-07	NaN	NaN	5.52305309007555e-08	NaN	1.21182493199164e-07	7.40357733643199e-08	NaN	6.48197878612496e-08	7.78425270144107e-08	6.65969121910752e-08	NaN	6.98672171911144e-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P77674	2.06157416626984e-05	6.63328358622532e-06	5.55503975326595e-06	4.20664989761776e-06	NaN	4.84934888623363e-06	4.49599437866907e-06	4.63361625755624e-06	1.12369697051456e-06	2.78800780058709e-06	NaN	3.62282627832063e-06	1.21265710199408e-06	NaN	2.38177638960609e-06	NaN	4.69596523956563e-06	3.71834724871818e-06	NaN	1.77606218739824e-06	2.40751459039917e-06	2.24174660375756e-06	NaN	1.82257100545239e-06	6.65380066574897e-07	1.13209544990975e-06	5.4615444343105e-07	5.53955925801018e-07	3.61320491877094e-07	5.51523998925546e-07	5.34330827914812e-07
P64455	3.10898173442345e-06	4.10579503871803e-07	4.30182154629872e-07	1.06597803165519e-06	NaN	1.0878861665484e-06	NaN	4.84044932431418e-07	4.98205432275956e-07	1.08483867408816e-06	NaN	3.99074467461196e-07	1.18367327669299e-06	NaN	4.63783488708166e-07	1.06415347980239e-06	4.56915648707784e-07	4.50260764986483e-07	1.19218689154396e-06	4.66683266737927e-07	5.25036789701018e-07	4.68560930850945e-07	NaN	4.31717672169673e-07	1.22709631655711e-06	1.30839357039514e-06	8.27005014499946e-07	6.7312776514014e-07	1.34472911423872e-06	6.16888169189354e-07	1.16131344614591e-06
P76112	NaN	7.09238154788549e-08	6.85117456929365e-08	NaN	NaN	NaN	NaN	8.49736905703021e-08	1.07967846841816e-07	NaN	NaN	5.5435162969812e-08	NaN	NaN	9.74182833672218e-08	NaN	9.11295518581254e-08	7.78389809001582e-08	NaN	7.62280705248295e-08	1.07652936478304e-07	1.07633876114196e-07	NaN	7.10644064548979e-08	NaN	1.9590283219563e-07	1.32399437594192e-07	1.33806977503576e-07	2.07803505476156e-07	1.14510546397142e-07	1.31404452750381e-07
P76113	5.70500790033168e-06	2.70138166641474e-06	1.80719082865598e-06	NaN	3.76444173397997e-06	1.12803803858218e-06	9.65800004398385e-07	2.33071995218071e-06	1.49958259900276e-06	7.72422499959363e-07	2.48502165500529e-06	1.18774658934941e-06	7.59732752065468e-07	2.01755478905411e-06	9.66614801741211e-07	6.38170643321476e-07	1.42057103806317e-06	9.61333843289601e-07	5.92959179091414e-07	1.43068315181043e-06	1.32742093752806e-06	1.26543663345097e-06	1.45342443015436e-06	9.45947873129174e-07	5.17927180765802e-07	1.70566402563111e-06	8.02494615958806e-07	1.17440782440009e-06	1.87265306120872e-06	7.50948467420925e-07	7.44017347351234e-07
P76114	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P76115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P76116	2.59949820183403e-06	1.68633421463802e-06	2.26925804007374e-06	4.39017061238392e-06	2.67387021775177e-06	4.47420829372621e-06	5.27875935638259e-06	3.44371136227114e-06	3.73741586139564e-06	5.56546602725746e-06	4.60009536614911e-06	3.15150159467412e-06	6.10121640863304e-06	5.18893253141938e-06	6.50236849859459e-06	5.72983115242627e-06	5.44823969015446e-06	6.25350688122286e-06	5.96915422532172e-06	5.63930233806564e-06	5.71385877100857e-06	5.44787138989052e-06	3.94825836060211e-06	4.04520899191317e-06	6.60769086555358e-06	2.37468067431746e-05	1.4341847592583e-05	6.14087562486881e-06	8.66135315130673e-06	6.95658369276319e-06	6.91828740037484e-06
P31992	1.78845073731291e-06	2.70850582861183e-07	5.03532300442366e-07	NaN	NaN	NaN	NaN	1.42396961636299e-07	4.3484679307557e-07	NaN	NaN	3.01622637853145e-07	NaN	NaN	5.97532350893123e-07	NaN	1.14050615227658e-07	3.49524524357739e-07	NaN	3.46243299425958e-07	3.77547692238356e-07	NaN	NaN	4.43334149244822e-07	NaN	3.95412787061037e-07	NaN	4.57782160720323e-07	3.17218061954551e-07	NaN	2.32938116896879e-07
P76121	1.00512924083691e-06	8.11465909735667e-08	5.78672654299096e-08	NaN	3.87509400935421e-07	NaN	NaN	NaN	5.05818970411913e-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37757	NaN	1.74634667388935e-07	1.6177190799741e-07	NaN	NaN	NaN	NaN	1.93968614675349e-07	1.37590636025974e-07	NaN	NaN	1.51859638952477e-07	NaN	NaN	1.79458969938461e-07	NaN	1.82536454526254e-07	1.66092899359997e-07	NaN	2.00854915986059e-07	2.2434048554349e-07	1.82922314338222e-07	NaN	1.29483501311083e-07	NaN	2.76702379998652e-07	2.63770845227498e-07	2.2498424262982e-07	1.81699263465928e-07	1.26852389729138e-07	1.18436241530606e-07
P19319	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P76122	1.11603311301736e-06	NaN	NaN	1.35255367948226e-06	NaN	1.56054507523952e-06	1.54893082865597e-06	NaN	NaN	1.57714840997523e-06	NaN	NaN	1.29034496555194e-06	NaN	NaN	1.57497286181719e-06	NaN	NaN	1.15109363540175e-06	NaN	NaN	NaN	NaN	NaN	1.28369205924648e-06	NaN	NaN	NaN	NaN	NaN	NaN
P67699	NaN	7.91338165238307e-08	5.87139854508322e-08	NaN	NaN	NaN	NaN	NaN	1.00966892234039e-07	NaN	NaN	9.81017880241113e-08	NaN	NaN	1.5087757275221e-07	NaN	1.57872043208131e-07	NaN	NaN	8.82317349435794e-08	1.12227423864067e-07	NaN	NaN	9.39793572070037e-08	NaN	NaN	5.56939740213686e-08	1.23335589301164e-07	NaN	NaN	NaN
P39451	3.76061746252548e-06	6.69777182023989e-08	8.44300820862812e-08	NaN	NaN	NaN	NaN	NaN	1.52642688432695e-07	NaN	NaN	5.51206669620407e-08	NaN	NaN	5.85918642318146e-08	NaN	5.15872506605562e-08	NaN	NaN	NaN	NaN	NaN	NaN	5.24144424550208e-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P26616	4.40873083534046e-06	6.3182579009673e-07	7.01592209336459e-07	2.73619979966084e-06	5.29515670300419e-06	2.76602509578248e-06	2.96728350060771e-06	6.46228104438991e-07	1.33838561915869e-06	3.08701722826999e-06	5.92993544508968e-06	7.73177951905354e-07	3.08355036871349e-06	5.8142512335911e-06	9.66031097150787e-07	3.31052440666856e-06	1.15714720087676e-06	1.01243334966856e-06	3.6216711153151e-06	8.91382516804834e-07	9.16917875748101e-07	8.42601516093549e-07	5.15773452744847e-06	9.98063018268249e-07	3.53377437142563e-06	5.35260932968321e-07	8.03179969266064e-07	9.36064145721849e-07	4.90158665272311e-07	8.69793958790049e-07	6.07327673101126e-07
P68191	3.66147825700373e-05	9.15031100336885e-06	9.49023153050518e-06	4.64857818549223e-05	3.28558759657941e-05	4.59055325904824e-05	4.23464183289645e-05	1.01341599718285e-05	9.42849186205784e-06	4.17223082258705e-05	3.20915751878681e-05	8.66023463319582e-06	3.9325559161529e-05	2.8311182216374e-05	7.26231161983691e-06	3.4789286872995e-05	9.67920648597793e-06	7.60565443016953e-06	3.02927104605768e-05	9.91955939357196e-06	1.04333955276291e-05	1.06001546532043e-05	2.75931249314307e-05	8.06514606671116e-06	2.62635746466308e-05	2.10538011003719e-05	7.83266848567556e-06	6.12687833776237e-06	1.97689313866232e-05	5.85458968153274e-06	9.89903412637857e-06
